"Dec_time","Dec_ZT_time","Condition","mean","SEM"
486,6,"1 Male",2.42857142857143,0.24609105975173
487,7,"1 Male",2.35714285714286,0.317549832520919
488,8,"1 Male",2.21428571428571,0.200277723219001
489,9,"1 Male",1.88095238095238,0.193393741671016
490,10,"1 Male",1.73809523809524,0.243521216368814
491,11,"1 Male",2.04761904761905,0.240866565998699
492,12,"1 Male",2.0952380952381,0.259118320610685
493,13,"1 Male",2.30952380952381,0.301925864938415
494,14,"1 Male",2.0952380952381,0.321164988497883
495,15,"1 Male",2,0.207299992464365
496,16,"1 Male",2.4047619047619,0.328759898142436
497,17,"1 Male",2.07142857142857,0.24668029863811
498,18,"1 Male",1.9047619047619,0.215026465187786
499,19,"1 Male",2,0.252743368302066
500,20,"1 Male",1.85714285714286,0.182164775160954
501,21,"1 Male",1.66666666666667,0.158633342521865
502,22,"1 Male",1.9047619047619,0.35874591833931
503,23,"1 Male",1.61904761904762,0.192641582403847
504,24,"1 Male",1.97619047619048,0.307641915993743
505,25,"1 Male",1.73809523809524,0.295257764134454
506,26,"1 Male",1.76190476190476,0.179719499501832
507,27,"1 Male",1.92857142857143,0.196936045977899
508,28,"1 Male",2,0.22347690706359
509,29,"1 Male",2.07142857142857,0.313077076265192
510,30,"1 Male",1.80952380952381,0.241554430034103
511,31,"1 Male",1.9047619047619,0.222981392247527
